Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell Cycle, Mitotic Homo sapiens R-HSA-69278	3/462	0.10857642445603939	0.15140221539440527	0	0	2.710471422611598	6.018062358838337	RPS27;RPS27A;PSMA7
DNA Damage Bypass Homo sapiens R-HSA-73893	1/46	0.10887762220856746	0.15140221539440527	0	0	9.02721088435374	20.018117808730278	RPS27A
NOTCH1 Intracellular Domain Regulates Transcription Homo sapiens R-HSA-2122947	1/47	0.11111056030365549	0.15398879666244872	0	0	8.830523513753327	19.402687070536402	RPS27A
Pyruvate metabolism and Citric Acid (TCA) cycle Homo sapiens R-HSA-71406	1/48	0.11333801483691312	0.1560286670921504	0	0	8.642205818497612	18.81737166641443	MDH2
Death Receptor Signalling Homo sapiens R-HSA-73887	1/48	0.11333801483691312	0.1560286670921504	0	0	8.642205818497612	18.81737166641443	RPS27A
Signaling by the B Cell Receptor (BCR) Homo sapiens R-HSA-983705	2/233	0.11519321801475478	0.15803403839796487	0	0	3.5568181818181817	7.686797709159083	RPS27A;PSMA7
Cross-presentation of soluble exogenous antigens (endosomes) Homo sapiens R-HSA-1236978	1/49	0.11555999902224065	0.15803403839796487	0	0	8.46173469387755	18.260130793597916	PSMA7
Metabolism of non-coding RNA Homo sapiens R-HSA-194441	1/50	0.1177765260040411	0.1594810007857999	0	0	8.28862973760933	17.7290996615035	SNRPD2
snRNP Assembly Homo sapiens R-HSA-191859	1/50	0.1177765260040411	0.1594810007857999	0	0	8.28862973760933	17.7290996615035	SNRPD2
Regulation of ornithine decarboxylase (ODC) Homo sapiens R-HSA-350562	1/50	0.1177765260040411	0.1594810007857999	0	0	8.28862973760933	17.7290996615035	PSMA7
Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	1/51	0.11998760892209076	0.1619440604079199	0	0	8.122448979591837	17.22257115519733	HSPA8
mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	1/52	0.12219326087078625	0.16438376788154632	0	0	7.9627851140456185	16.738979733033663	SNRPD2
Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823	1/53	0.12439349491287167	0.16680036817862337	0	0	7.8092621664050235	16.276887238960814	RPS27A
Golgi Associated Vesicle Biogenesis Homo sapiens R-HSA-432722	1/54	0.1265883240687765	0.16919410304338087	0	0	7.661532537543319	15.834970375184442	HSPA8
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants Homo sapiens R-HSA-2894862	1/57	0.13314051228520932	0.1749605814743056	0	0	7.25	14.618539131965724	RPS27A
Signaling by NOTCH1 in Cancer Homo sapiens R-HSA-2644603	1/57	0.13314051228520932	0.1749605814743056	0	0	7.25	14.618539131965724	RPS27A
Signaling by NOTCH1 PEST Domain Mutants in Cancer Homo sapiens R-HSA-2644602	1/57	0.13314051228520932	0.1749605814743056	0	0	7.25	14.618539131965724	RPS27A
Constitutive Signaling by NOTCH1 PEST Domain Mutants Homo sapiens R-HSA-2644606	1/57	0.13314051228520932	0.1749605814743056	0	0	7.25	14.618539131965724	RPS27A
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer Homo sapiens R-HSA-2894858	1/57	0.13314051228520932	0.1749605814743056	0	0	7.25	14.618539131965724	RPS27A
RHO GTPase Effectors Homo sapiens R-HSA-195258	2/255	0.1334445112939619	0.1749605814743056	0	0	3.2439064558629775	6.533453161578781	MYL6;RPS27
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks Homo sapiens R-HSA-5693565	1/58	0.13531385173981347	0.17685006572323725	0	0	7.122448979591836	14.246025949065045	RPS27A
DNA Double Strand Break Response Homo sapiens R-HSA-5693606	1/59	0.1374818510452552	0.178813640352453	0	0	6.9992962702322306	13.8884471557023	RPS27A
Antigen processing: Ubiquitination & Proteasome degradation Homo sapiens R-HSA-983168	2/260	0.13768217344329312	0.178813640352453	0	0	3.1802325581395348	6.30578846239396	RPS27A;PSMA7
RHO GTPases activate PKNs Homo sapiens R-HSA-5625740	1/60	0.13964452305344063	0.1802287125658468	0	0	6.88031822898651	13.544974303558986	MYL6
MAP kinase activation in TLR cascade Homo sapiens R-HSA-450294	1/60	0.13964452305344063	0.1802287125658468	0	0	6.88031822898651	13.544974303558986	RPS27A
Cell death signalling via NRAGE, NRIF and NADE Homo sapiens R-HSA-204998	1/61	0.1418018805927374	0.1824429180211855	0	0	6.76530612244898	13.214837540593157	RPS27A
Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210	1/62	0.14395393646955568	0.18463657068921271	0	0	6.654064904650385	12.897320592663672	RPS27A
Circadian Clock Homo sapiens R-HSA-400253	1/63	0.1461007034145454	0.18623330404384955	0	0	6.54641211323239	12.591756250239605	RPS27A
Dual incision in TC-NER Homo sapiens R-HSA-6782135	1/63	0.1461007034145454	0.18623330404384955	0	0	6.54641211323239	12.591756250239605	RPS27A
HDR through Homologous Recombination (HRR) Homo sapiens R-HSA-5685942	1/64	0.14824219418025958	0.1883816190659914	0	0	6.442176870748299	12.297522293260638	RPS27A
Cytosolic sensors of pathogen-associated DNA Homo sapiens R-HSA-1834949	1/66	0.15250939797562668	0.19320975878507307	0	0	6.243328100470958	11.740759916332207	RPS27A
Semaphorin interactions Homo sapiens R-HSA-373755	1/67	0.15463513630999146	0.19411644770828712	0	0	6.148423005565863	11.477180657220888	MYL6
Macroautophagy Homo sapiens R-HSA-1632852	1/67	0.15463513630999146	0.19411644770828712	0	0	6.148423005565863	11.477180657220888	LAMTOR4
Signaling by PTK6 Homo sapiens R-HSA-8848021	1/67	0.15463513630999146	0.19411644770828712	0	0	6.148423005565863	11.477180657220888	RPS27A
Metabolism of carbohydrates Homo sapiens R-HSA-71387	2/282	0.1566682540407952	0.19558937483477604	0	0	2.9270833333333335	5.425714085114935	MDH2;RPS27A
Amyloid fiber formation Homo sapiens R-HSA-977225	1/68	0.15675564908065587	0.19558937483477604	0	0	6.0563508985683825	11.222824361971771	RPS27A
trans-Golgi Network Vesicle Budding Homo sapiens R-HSA-199992	1/70	0.16098104828531062	0.19965517399949934	0	0	5.880212954747116	10.740024519792764	HSPA8
Clathrin derived vesicle budding Homo sapiens R-HSA-421837	1/70	0.16098104828531062	0.19965517399949934	0	0	5.880212954747116	10.740024519792764	HSPA8
Diseases of signal transduction Homo sapiens R-HSA-5663202	2/288	0.1619328177282459	0.20023429258013636	0	0	2.8648018648018647	5.215583031452717	RPS27A;PSMA7
Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923	1/71	0.16308595979881008	0.20105821312510017	0	0	5.795918367346939	10.51076961698872	A2M
ISG15 antiviral mechanism Homo sapiens R-HSA-1169408	1/72	0.16518569591012358	0.20124393041557828	0	0	5.713998275366484	10.289111031016239	RPS27A
Antiviral mechanism by IFN-stimulated genes Homo sapiens R-HSA-1169410	1/72	0.16518569591012358	0.20124393041557828	0	0	5.713998275366484	10.289111031016239	RPS27A
Signaling by NOTCH1 Homo sapiens R-HSA-1980143	1/72	0.16518569591012358	0.20124393041557828	0	0	5.713998275366484	10.289111031016239	RPS27A
TRAF6 Mediated Induction of proinflammatory cytokines Homo sapiens R-HSA-168180	1/72	0.16518569591012358	0.20124393041557828	0	0	5.713998275366484	10.289111031016239	RPS27A
Signaling by TGF-beta Receptor Complex Homo sapiens R-HSA-170834	1/73	0.1672802691231711	0.20301767159834225	0	0	5.634353741496598	10.074701240888364	RPS27A
Cell Cycle Homo sapiens R-HSA-1640170	3/566	0.16787133299890425	0.20301767159834225	0	0	2.197989493972261	3.922438566092192	RPS27;RPS27A;PSMA7
Signaling by Wnt Homo sapiens R-HSA-195721	2/295	0.16811632853906308	0.20301767159834225	0	0	2.795364050056883	4.98441114256764	RPS27A;PSMA7
Transcription-Coupled Nucleotide Excision Repair (TC-NER) Homo sapiens R-HSA-6781827	1/76	0.17353313536390655	0.20894806094837728	0	0	5.408163265306122	9.4717853003048	RPS27A
Senescence-Associated Secretory Phenotype (SASP) Homo sapiens R-HSA-2559582	1/77	0.1756071809118701	0.21083071429244868	0	0	5.336734693877551	9.283280446293812	RPS27A
Class I MHC mediated antigen processing & presentation Homo sapiens R-HSA-983169	2/305	0.17702120984745526	0.2119123468608667	0	0	2.7017326732673266	4.67801155366643	RPS27A;PSMA7
PI3K Cascade Homo sapiens R-HSA-109704	1/79	0.17973998119355442	0.2139268364061613	0	0	5.199372056514914	8.923391206941128	LAMTOR4
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways Homo sapiens R-HSA-168928	1/79	0.17973998119355442	0.2139268364061613	0	0	5.199372056514914	8.923391206941128	RPS27A
Regulation of HSF1-mediated heat shock response Homo sapiens R-HSA-3371453	1/80	0.181798760490535	0.21575542552468666	0	0	5.133298889175924	8.751529842637671	HSPA8
Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607	1/81	0.18385247549919195	0.2174990656772928	0	0	5.0688775510204085	8.584760541358477	RPS27A
Global Genome Nucleotide Excision Repair (GG-NER) Homo sapiens R-HSA-5696399	1/82	0.1859011384602527	0.2174990656772928	0	0	5.00604686318972	8.422875391899517	RPS27A
Toll Like Receptor 10 (TLR10) Cascade Homo sapiens R-HSA-168142	1/82	0.1859011384602527	0.2174990656772928	0	0	5.00604686318972	8.422875391899517	RPS27A
Toll Like Receptor 5 (TLR5) Cascade Homo sapiens R-HSA-168176	1/82	0.1859011384602527	0.2174990656772928	0	0	5.00604686318972	8.422875391899517	RPS27A
MyD88 cascade initiated on plasma membrane Homo sapiens R-HSA-975871	1/82	0.1859011384602527	0.2174990656772928	0	0	5.00604686318972	8.422875391899517	RPS27A
p75 NTR receptor-mediated signalling Homo sapiens R-HSA-193704	1/83	0.18794476153579323	0.21865122961769748	0	0	4.944748631159781	8.265677319811374	RPS27A
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation Homo sapiens R-HSA-975138	1/83	0.18794476153579323	0.21865122961769748	0	0	4.944748631159781	8.265677319811374	RPS27A
Metabolism of polyamines Homo sapiens R-HSA-351202	1/84	0.1899833569114356	0.2204020404618621	0	0	4.884927464961889	8.112979399077096	PSMA7
MyD88 dependent cascade initiated on endosome Homo sapiens R-HSA-975155	1/85	0.19201693664513086	0.2215167453475951	0	0	4.826530612244898	7.964604221414354	RPS27A
Toll Like Receptor 7/8 (TLR7/8) Cascade Homo sapiens R-HSA-168181	1/85	0.19201693664513086	0.2215167453475951	0	0	4.826530612244898	7.964604221414354	RPS27A
Regulation of PLK1 Activity at G2/M Transition Homo sapiens R-HSA-2565942	1/87	0.19606909758966404	0.22556138524939065	0	0	4.713811105837684	7.6801565438185	RPS27A
Toll Like Receptor 9 (TLR9) Cascade Homo sapiens R-HSA-168138	1/88	0.19808770290364253	0.2272506147200121	0	0	4.659394792399718	7.5437717166037235	RPS27A
Regulation of TP53 Activity through Phosphorylation Homo sapiens R-HSA-6804756	1/89	0.20010134077429026	0.22892480260327389	0	0	4.6062152133580705	7.411084001248333	RPS27A
Cytokine Signaling in Immune system Homo sapiens R-HSA-1280215	3/620	0.20180140954786585	0.2302319948709077	0	0	2.000034483947722	3.200997562987861	PHB;RPS27A;PSMA7
Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580	1/91	0.20411376209311863	0.23194684244468233	0	0	4.503401360544218	7.156255051106618	RPS27A
MyD88:Mal cascade initiated on plasma membrane Homo sapiens R-HSA-166058	1/92	0.20611256943631576	0.23194684244468233	0	0	4.453689167974883	7.03385741012878	RPS27A
Toll Like Receptor TLR1:TLR2 Cascade Homo sapiens R-HSA-168179	1/92	0.20611256943631576	0.23194684244468233	0	0	4.453689167974883	7.03385741012878	RPS27A
Toll Like Receptor TLR6:TLR2 Cascade Homo sapiens R-HSA-168188	1/92	0.20611256943631576	0.23194684244468233	0	0	4.453689167974883	7.03385741012878	RPS27A
Toll Like Receptor 2 (TLR2) Cascade Homo sapiens R-HSA-181438	1/92	0.20611256943631576	0.23194684244468233	0	0	4.453689167974883	7.03385741012878	RPS27A
EPH-Ephrin signaling Homo sapiens R-HSA-2682334	1/95	0.2120795205832498	0.23736813550374572	0	0	4.310898827616153	6.685315939697291	MYL6
Chaperonin-mediated protein folding Homo sapiens R-HSA-390466	1/95	0.2120795205832498	0.23736813550374572	0	0	4.310898827616153	6.685315939697291	TUBA1B
L1CAM interactions Homo sapiens R-HSA-373760	1/96	0.2140587201245348	0.2382917827801425	0	0	4.26530612244898	6.5749903239841245	HSPA8
Cellular response to heat stress Homo sapiens R-HSA-3371556	1/96	0.2140587201245348	0.2382917827801425	0	0	4.26530612244898	6.5749903239841245	HSPA8
MyD88-independent TLR3/TLR4 cascade Homo sapiens R-HSA-166166	1/97	0.2160330472811356	0.23856055755911496	0	0	4.220663265306122	6.46742313757927	RPS27A
Toll Like Receptor 3 (TLR3) Cascade Homo sapiens R-HSA-168164	1/97	0.2160330472811356	0.23856055755911496	0	0	4.220663265306122	6.46742313757927	RPS27A
TRIF-mediated TLR3/TLR4 signaling Homo sapiens R-HSA-937061	1/97	0.2160330472811356	0.23856055755911496	0	0	4.220663265306122	6.46742313757927	RPS27A
Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257	1/99	0.2199671313012003	0.24225713393972192	0	0	4.134110787172012	6.26018948804807	RPS27
Stimuli-sensing channels Homo sapiens R-HSA-2672351	1/100	0.22192691156038513	0.24376546402776345	0	0	4.092145949288806	6.1603458876211565	RPS27A
Protein folding Homo sapiens R-HSA-391251	1/101	0.22388186624120487	0.24526050598837562	0	0	4.051020408163265	6.062906014187368	TUBA1B
Platelet degranulation Homo sapiens R-HSA-114608	1/105	0.23165366154685363	0.25310307465304377	0	0	3.8944270015698588	5.6956456810845415	A2M
Degradation of the extracellular matrix Homo sapiens R-HSA-1474228	1/106	0.2335846623503299	0.25453948694112466	0	0	3.857142857142857	5.6090983677319475	A2M
Mitotic Prometaphase Homo sapiens R-HSA-68877	1/107	0.23551090700841826	0.2559631699854651	0	0	3.8205621871390067	5.524525481436682	RPS27
Nucleotide Excision Repair Homo sapiens R-HSA-5696398	1/108	0.23743240698267418	0.2573742364405366	0	0	3.7846652679763495	5.441865346754643	RPS27A
Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005	1/110	0.24126121869049608	0.2608400086889395	0	0	3.714847406852649	5.282048795926194	A2M
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA) Homo sapiens R-HSA-5693567	1/112	0.24507118869589983	0.26357916909220475	0	0	3.647545504688362	5.129202360192396	RPS27A
Activated TLR4 signalling Homo sapiens R-HSA-166054	1/112	0.24507118869589983	0.26357916909220475	0	0	3.647545504688362	5.129202360192396	RPS27A
RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	1/114	0.24886240785882746	0.2669614920667422	0	0	3.582625970742279	4.982913653406146	RPS27
Homology Directed Repair Homo sapiens R-HSA-5693538	1/118	0.2563889548341396	0.2743228972707245	0	0	3.4594453165881736	4.708511372057024	RPS27A
Rho GTPase cycle Homo sapiens R-HSA-194840	1/122	0.26384157776351647	0.28011972137874624	0	0	3.3444088379153314	4.456111874258477	A2M
Signaling by NOTCH Homo sapiens R-HSA-157118	1/122	0.26384157776351647	0.28011972137874624	0	0	3.3444088379153314	4.456111874258477	RPS27A
Toll Like Receptor 4 (TLR4) Cascade Homo sapiens R-HSA-166016	1/122	0.26384157776351647	0.28011972137874624	0	0	3.3444088379153314	4.456111874258477	RPS27A
Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	1/128	0.27488345891042104	0.29109453469231766	0	0	3.1854411055760887	4.113704308580095	RPS27A
Membrane Trafficking Homo sapiens R-HSA-199991	2/420	0.2828230936231133	0.2987364134689151	0	0	1.946969696969697	2.4588936191845474	HSPA8;RPS27A
Toll-Like Receptors Cascades Homo sapiens R-HSA-168898	1/140	0.2964824884084789	0.3123654788589331	0	0	2.9086771399207163	3.5362740390257685	RPS27A
HIV Life Cycle Homo sapiens R-HSA-162587	1/141	0.29825367779529566	0.31343198200879674	0	0	2.8877551020408165	3.4936375609484274	RPS27A
DNA Double-Strand Break Repair Homo sapiens R-HSA-5693532	1/145	0.3052948386142571	0.32001717854743195	0	0	2.806972789115646	3.330409454829651	RPS27A
Regulation of TP53 Activity Homo sapiens R-HSA-5633007	1/151	0.3157269440683073	0.33011450101319223	0	0	2.693877551020408	3.1057109240692493	RPS27A
Innate Immune System Homo sapiens R-HSA-168249	3/807	0.3281119180223708	0.3421975306647453	0	0	1.5200063512226103	1.6938958610849104	PHB;RPS27A;PSMA7
Cellular Senescence Homo sapiens R-HSA-2559583	1/161	0.33277361941321715	0.3461851506742032	0	0	2.524234693877551	2.7773973646136283	RPS27A
Vesicle-mediated transport Homo sapiens R-HSA-5653656	2/492	0.3493009226573802	0.36246553029522116	0	0	1.6547619047619047	1.7405141251894558	HSPA8;RPS27A
Muscle contraction Homo sapiens R-HSA-397014	1/196	0.38922280309567664	0.4018725441962861	0	0	2.0675039246467817	1.9509036102620232	MYL6
Interferon Signaling Homo sapiens R-HSA-913531	1/196	0.38922280309567664	0.4018725441962861	0	0	2.0675039246467817	1.9509036102620232	RPS27A
Ion channel transport Homo sapiens R-HSA-983712	1/203	0.3999373645428959	0.4119055649780948	0	0	1.9951505354617094	1.8284503867148747	RPS27A
Transmission across Chemical Synapses Homo sapiens R-HSA-112315	1/211	0.4119571272853534	0.42322958599216653	0	0	1.9183673469387754	1.7012772149636306	HSPA8
Signal Transduction Homo sapiens R-HSA-162582	7/2465	0.4213316933219584	0.43178657404955045	0	0	1.1584763562737714	1.0013115286188987	MYL6;RPS27;PHB;RPS27A;A2M;LAMTOR4;PSMA7
Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002	1/253	0.47129223129503817	0.4817913156555712	0	0	1.5952380952380953	1.2000608149186214	A2M
Extracellular matrix organization Homo sapiens R-HSA-1474244	1/283	0.5100404581381273	0.5201153313853001	0	0	1.4233608336951802	0.9582993544129655	A2M
DNA Repair Homo sapiens R-HSA-73894	1/285	0.5125223241050746	0.5213589158999896	0	0	1.4131934463926417	0.9445940583889512	RPS27A
Neuronal System Homo sapiens R-HSA-112316	1/301	0.5319386721651181	0.539780519912024	0	0	1.336734693877551	0.8437831297586794	HSPA8
Adaptive Immune System Homo sapiens R-HSA-1280218	2/762	0.5729676330360083	0.5799892952055672	0	0	1.0520833333333333	0.5859326158521901	RPS27A;PSMA7
Signaling by GPCR Homo sapiens R-HSA-372790	3/1293	0.635647318110733	0.6418639177988577	0	0	0.9233052944087086	0.41836015524520953	PHB;RPS27A;PSMA7
Hemostasis Homo sapiens R-HSA-109582	1/552	0.7536837787908901	0.757551926340885	0	0	0.7185080928923293	0.20318143607828076	A2M
Immune System Homo sapiens R-HSA-168256	3/1547	0.7538833940099364	0.757551926340885	0	0	0.7609139014441627	0.21497154853657505	PHB;RPS27A;PSMA7
Transmembrane transport of small molecules Homo sapiens R-HSA-382551	1/594	0.7789512477509023	0.7808419061192298	0	0	0.6661733833499673	0.16641465325620303	RPS27A
Metabolism of lipids and lipoproteins Homo sapiens R-HSA-556833	1/659	0.8131292934011607	0.8131292934011607	0	0	0.598349978289188	0.12377775777487998	A2M
